CodigoExterno,Estado,CodigoEstado,Organismo,Sector,Region,Tipo,Rubro,Moneda,MontoEstimado,NumeroOferentes,CantidadReclamos,FechaCierre,Periodo,MontoAdjudicado
4449-22-L126,Adjudicada,8,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región Metropolitana de Santiago,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,3888678.0,1.0,385.0,2026-07-20,2026-07,3838678.0
4429-78-L126,Cerrada,6,MUNICIPALIDAD DE HUALPEN,Municipalidades,Región del Biobío ,L1,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,4000000.0,9.0,275.0,2026-07-29,2026-07,
4429-74-LE26,Cerrada,6,MUNICIPALIDAD DE HUALPEN,Municipalidades,Región del Biobío ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,38400000.0,4.0,275.0,2026-07-13,2026-07,
4422-1-LE26,Cerrada,6,DIRECCION PREVISION DE CARABINEROS DE CHILE,"Gob. Central, Universidades",Región Metropolitana de Santiago,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,7.0,52.0,2026-08-10,2026-07,
4418-2-L126,Cerrada,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región Metropolitana de Santiago,L1,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,4174676.0,5.0,385.0,2026-07-27,2026-07,
4414-57-L126,Cerrada,6,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,L1,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,2400000.0,3.0,472.0,2026-07-24,2026-07,
4414-53-LE26,Cerrada,6,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,LE,"INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTESANÍAS Y MATERIALES EDUCATIVOS",CLP,9040500.0,12.0,472.0,2026-07-20,2026-07,
4414-52-LE26,Cerrada,6,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,LE,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,8449000.0,4.0,472.0,2026-07-20,2026-07,
4407-21-L126,Cerrada,6,Ilustre Municipalidad de Lumaco,Municipalidades,Región de la Araucanía ,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,1500000.0,14.0,332.0,2026-07-20,2026-07,
4407-20-L126,Cerrada,6,Ilustre Municipalidad de Lumaco,Municipalidades,Región de la Araucanía ,L1,MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS,CLP,5300000.0,11.0,332.0,2026-07-17,2026-07,3553000.0
4407-19-L126,Cerrada,6,Ilustre Municipalidad de Lumaco,Municipalidades,Región de la Araucanía ,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,3951050.0,8.0,332.0,2026-07-30,2026-07,
4429-77-LE26,Cerrada,6,MUNICIPALIDAD DE HUALPEN,Municipalidades,Región del Biobío ,LE,PRODUCTOS DE PAPEL,CLP,40650000.0,3.0,275.0,2026-07-31,2026-07,
4449-24-LE26,Cerrada,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región Metropolitana de Santiago,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,10000000.0,3.0,385.0,2026-07-31,2026-07,
4449-25-L126,Adjudicada,8,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región Metropolitana de Santiago,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,3800000.0,4.0,385.0,2026-07-29,2026-07,2795000.0
4451-68-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,5000000.0,4.0,283.0,2026-07-21,2026-07,3992018.0
4457-57-LE26,Cerrada,6,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,8500000.0,6.0,176.0,2026-07-21,2026-07,
4457-55-LE26,Cerrada,6,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,8837979.0,15.0,176.0,2026-07-24,2026-07,112500.0
4455-41-LE26,Cerrada,6,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,13728000.0,2.0,472.0,2026-08-07,2026-07,
4455-39-LE26,Adjudicada,8,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,LE,"INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTESANÍAS Y MATERIALES EDUCATIVOS",CLP,8500000.0,10.0,472.0,2026-07-23,2026-07,6535381.0
4455-37-LE26,Adjudicada,8,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,LE,"EQUIPOS, ACCESORIOS Y SUMINISTROS DE OFICINA",CLP,,2.0,472.0,2026-07-17,2026-07,156.0
4455-32-L126,Adjudicada,8,I MUNICIPALIDAD DE ARAUCO,Municipalidades,Región del Biobío ,L1,"INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTESANÍAS Y MATERIALES EDUCATIVOS",CLP,5000000.0,9.0,472.0,2026-07-13,2026-07,3389305.0
4454-18-LE26,Cerrada,6,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,21011200.0,5.0,176.0,2026-08-10,2026-07,
4454-17-LE26,Adjudicada,8,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,9999999.0,1.0,176.0,2026-08-04,2026-07,6857143.0
4454-16-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,40000000.0,5.0,176.0,2026-07-29,2026-07,
4451-81-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,20000000.0,7.0,283.0,2026-08-10,2026-07,
4451-79-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,14950000.0,6.0,283.0,2026-08-05,2026-07,
4451-78-L126,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,MAQUINARIA PARA FABRICACIÓN Y TRANSFORMACIÓN INDUSTRIAL,CLP,2500000.0,1.0,283.0,2026-08-03,2026-07,
4451-77-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,ARTÍCULOS PARA PLANTAS Y ANIMALES,CLP,10000000.0,7.0,283.0,2026-08-04,2026-07,
4451-76-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,10000000.0,2.0,283.0,2026-08-03,2026-07,7096000.0
4451-75-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,10000000.0,12.0,283.0,2026-08-10,2026-07,
4451-74-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,26500000.0,7.0,283.0,2026-08-05,2026-07,
4451-73-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,MUEBLES Y MOBILIARIO,CLP,2000000.0,4.0,283.0,2026-07-29,2026-07,1630000.0
4451-72-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,30000000.0,8.0,283.0,2026-07-28,2026-07,21836000.0
4451-71-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,5.0,283.0,2026-07-27,2026-07,15944400.0
4451-70-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,"EQUIPOS Y SUMINISTROS DE IMPRENTA, FOTOGRÁFICOS Y AUDIOVISUALES",CLP,6040950.0,12.0,283.0,2026-07-23,2026-07,4452600.0
4451-69-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,5000000.0,1.0,283.0,2026-07-23,2026-07,4500000.0
4406-18-LE26,Adjudicada,8,Ilustre Municipalidad de Lumaco,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,12518400.0,2.0,332.0,2026-07-28,2026-07,3180000.0
4404-49-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"MUEBLES, ACCESORIOS, ELECTRODOMÉSTICOS Y PRODUCTOS ELECTRÓNICOS",CLP,20525000.0,17.0,283.0,2026-08-03,2026-07,
4404-48-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,14391667.0,1.0,283.0,2026-07-21,2026-07,2750000.0
4404-46-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,10411131.0,5.0,283.0,2026-07-20,2026-07,8740000.0
4377-32-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"EQUIPOS, SUMINISTROS Y ACCESORIOS DEPORTIVOS Y RECREATIVOS",CLP,1500000.0,3.0,37.0,2026-07-10,2026-07,
4375-99-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,3.0,2251.0,2026-08-03,2026-07,
4375-97-LP26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LP,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,2.0,2251.0,2026-08-03,2026-07,
4375-96-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,10.0,2251.0,2026-07-23,2026-07,
4375-95-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,7.0,2251.0,2026-07-13,2026-07,
4375-91-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,11200000.0,4.0,2251.0,2026-07-13,2026-07,
4375-90-LE26,Revocada,15,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,,5.0,2251.0,2026-07-20,2026-07,
4375-80-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,"EQUIPAMIENTO PARA EL ACONDICIONAMIENTO, DISTRIBUCIÓN Y FILTRADO DE FLUIDOS",CLP,40000000.0,8.0,2251.0,2026-08-07,2026-07,
4375-66-LP26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LP,PRODUCTOS DE PAPEL,CLP,200330000.0,8.0,2251.0,2026-07-28,2026-07,
4375-106-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO PARA LABORATORIOS,CLP,13200000.0,3.0,2251.0,2026-08-06,2026-07,
4375-103-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,4.0,2251.0,2026-08-06,2026-07,
4375-102-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,40000000.0,1.0,2251.0,2026-07-31,2026-07,
4375-101-LE26,Cerrada,6,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO,Salud,Región del Biobío ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,,4.0,2251.0,2026-07-27,2026-07,
4374-6-LE26,Cerrada,6,"GOBIERNO REGIONAL VI REGION DEL LI BERTADOR B O""HIGGINS","Gob. Central, Universidades",Región del Libertador General Bernardo O´Higgins,LE,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,20000000.0,2.0,41.0,2026-07-23,2026-07,
4371-31-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN VICENTE,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS DE DEFENSA NACIONAL, ORDEN PÚBLICO Y SEGURIDAD",CLP,,4.0,119.0,2026-08-10,2026-07,
4371-30-L126,Cerrada,6,I MUNICIPALIDAD DE SAN VICENTE,Municipalidades,Región del Libertador General Bernardo O´Higgins,L1,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,6041000.0,1.0,119.0,2026-08-06,2026-07,
4371-28-LP26,Adjudicada,8,I MUNICIPALIDAD DE SAN VICENTE,Municipalidades,Región del Libertador General Bernardo O´Higgins,LP,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,CLP,,1.0,119.0,2026-07-22,2026-07,233613446.0
4371-27-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN VICENTE,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,70000000.0,1.0,119.0,2026-07-13,2026-07,58823800.0
4371-26-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN VICENTE,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,6.0,119.0,2026-07-13,2026-07,
4367-11-LE26,Cerrada,6,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,Región del Ñuble,LE,MAQUINARIA PARA FABRICACIÓN Y TRANSFORMACIÓN INDUSTRIAL,CLP,15500000.0,2.0,290.0,2026-08-03,2026-07,
4366-23-LP26,Cerrada,6,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,Región del Ñuble,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,3.0,290.0,2026-08-10,2026-07,
4377-33-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,5.0,37.0,2026-07-24,2026-07,
4457-58-LE26,Cerrada,6,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS,CLP,20448767.0,36.0,176.0,2026-08-04,2026-07,
4377-34-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,7.0,37.0,2026-08-04,2026-07,
4377-36-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"ALIMENTOS, BEBIDAS Y TABACO",CLP,3500000.0,5.0,37.0,2026-07-24,2026-07,
4404-45-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"ALIMENTOS, BEBIDAS Y TABACO",CLP,55728640.0,5.0,283.0,2026-07-20,2026-07,49999000.0
4404-44-LE26,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,35358000.0,2.0,283.0,2026-07-17,2026-07,28708319.0
4403-7-L126,Adjudicada,8,I MUNICIPALIDAD DE DALCAHUE,Municipalidades,Región de los Lagos ,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,3500000.0,1.0,17.0,2026-07-31,2026-07,2747899.0
4401-51-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,LE,MAQUINARIA PARA GENERACIÓN Y DISTRIBUCIÓN DE ENERGÍA,CLP,11117000.0,6.0,283.0,2026-08-10,2026-07,
4401-50-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN CLEMENTE,Municipalidades,Región del Maule ,L1,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,5000000.0,16.0,283.0,2026-07-15,2026-07,3693268.0
4398-1-LE26,Cerrada,6,MUNICIPALIDAD DE HUALPEN,Municipalidades,Región del Biobío ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLF,,3.0,275.0,2026-08-03,2026-07,
439-24-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA,Municipalidades,Región del Maule ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,33860000.0,4.0,694.0,2026-07-27,2026-07,32160000.0
439-23-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA,Municipalidades,Región del Maule ,LE,"ORGANIZACIONES Y CONSULTORÍAS POLÍTICAS, DEMOGRÁFICAS, ECONÓMICAS, SOCIALES Y DE ADMINISTRACIÓN PÚBLICA",CLP,,2.0,694.0,2026-07-13,2026-07,24043.0
439-21-LE26,Cerrada,6,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,62250000.0,32.0,694.0,2026-07-21,2026-07,
4389-7-LE26,Cerrada,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región de Atacama ,LE,PRODUCTOS IMPRESOS Y PUBLICACIONES,CLP,,2.0,385.0,2026-07-30,2026-07,
4381-5-CO26,Cerrada,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región Metropolitana de Santiago,CO,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,10000000.0,1.0,385.0,2026-07-17,2026-07,
4380-2-LE26,Adjudicada,8,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,"Gob. Central, Universidades",Región del Maule ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,1.0,385.0,2026-07-20,2026-07,10424370.0
438-40-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN RAMON,Municipalidades,Región Metropolitana de Santiago,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,17384000.0,2.0,1615.0,2026-08-10,2026-07,
438-39-LE26,Cerrada,11,I MUNICIPALIDAD DE SAN RAMON,Municipalidades,Región Metropolitana de Santiago,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,4.0,1615.0,2026-07-15,2026-07,28359500.0
4378-9-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,8000000.0,2.0,37.0,2026-08-10,2026-07,
4378-8-L126,Adjudicada,8,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"EQUIPOS, SUMINISTROS Y ACCESORIOS DEPORTIVOS Y RECREATIVOS",CLP,5950000.0,1.0,37.0,2026-07-21,2026-07,6702529.0
4377-41-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,MAQUINARIA PARA FABRICACIÓN Y TRANSFORMACIÓN INDUSTRIAL,CLP,5000000.0,4.0,37.0,2026-08-06,2026-07,
4377-40-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"MUEBLES, ACCESORIOS, ELECTRODOMÉSTICOS Y PRODUCTOS ELECTRÓNICOS",CLP,1950000.0,2.0,37.0,2026-08-04,2026-07,
4377-39-LP26,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,LP,EQUIPAMIENTO PARA MANEJO Y ESTIBA DE MATERIALES,CLP,154700000.0,4.0,37.0,2026-08-07,2026-07,
4377-38-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,1451000.0,1.0,37.0,2026-07-27,2026-07,
4377-37-L126,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,L1,"MUEBLES, ACCESORIOS, ELECTRODOMÉSTICOS Y PRODUCTOS ELECTRÓNICOS",CLP,5000000.0,4.0,37.0,2026-07-27,2026-07,
4377-35-LE26,Cerrada,6,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,Región del Biobío ,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,8000000.0,4.0,37.0,2026-07-27,2026-07,
5054-12-LE26,Adjudicada,8,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA,Salud,Región del Maule ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,13236305.0,4.0,1280.0,2026-07-13,2026-07,5976600.0
4457-59-L126,Adjudicada,8,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,4904789.0,11.0,176.0,2026-07-24,2026-07,1801457.0
4457-63-LE26,Cerrada,6,I MUNICIPALIDAD DE HUALQUI,Municipalidades,Región del Biobío ,LE,"EDUCACIÓN, FORMACIÓN, ENTRENAMIENTO Y CAPACITACIÓN",CLP,20881630.0,8.0,176.0,2026-08-07,2026-07,
4590-13-LE26,Cerrada,6,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,Región del Libertador General Bernardo O´Higgins,LE,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,,6.0,461.0,2026-08-05,2026-07,
4590-12-LE26,Adjudicada,8,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,Región del Libertador General Bernardo O´Higgins,LE,"MAQUINARIA PARA AGRICULTURA, PESCA Y SILVICULTURA",CLP,60550000.0,3.0,461.0,2026-07-13,2026-07,
4589-14-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD DE TORRES DEL PAIN,Municipalidades,Región de Magallanes y de la Antártica,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,31200000.0,3.0,22.0,2026-07-27,2026-07,1195000.0
4589-12-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD DE TORRES DEL PAIN,Municipalidades,Región de Magallanes y de la Antártica,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,8.0,22.0,2026-07-27,2026-07,23727146.0
4589-11-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD DE TORRES DEL PAIN,Municipalidades,Región de Magallanes y de la Antártica,LE,"ROPA, MALETAS Y PRODUCTOS DE ASEO PERSONAL",CLP,9500000.0,5.0,22.0,2026-07-27,2026-07,3370576.0
4584-12-LE26,Cerrada,6,I MUNICIPALIDAD DE MARCHIGUE,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,30000000.0,4.0,1439.0,2026-08-10,2026-07,
4575-9-LP26,Cerrada,6,I MUNICIPALIDAD DE PINTO,Municipalidades,Región del Ñuble,LP,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,,1.0,36.0,2026-08-03,2026-07,
4563-6-LE26,Cerrada,6,I MUNICIPALIDAD DE GRANEROS,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,ARTÍCULOS DE FABRICACIÓN Y PRODUCCIÓN,CLP,36607311.0,1.0,819.0,2026-07-27,2026-07,
4562-20-LE26,Adjudicada,8,I MUNICIPALIDAD DE GRANEROS,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,28600000.0,6.0,819.0,2026-07-20,2026-07,21500000.0
4590-14-LE26,Cerrada,6,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,Región del Libertador General Bernardo O´Higgins,LE,MAQUINARIA PARA FABRICACIÓN Y TRANSFORMACIÓN INDUSTRIAL,CLP,,4.0,461.0,2026-08-06,2026-07,
4560-27-CO26,Adjudicada,8,I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL,Municipalidades,Región del Biobío ,CO,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,28200000.0,4.0,239.0,2026-07-29,2026-07,331500.0
