CodigoExterno,Estado,CodigoEstado,Organismo,Sector,Region,Tipo,Rubro,Moneda,MontoEstimado,NumeroOferentes,CantidadReclamos,FechaCierre,Periodo,MontoAdjudicado
1001-1-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,Región de la Araucanía ,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,12500000.0,1.0,459.0,2026-02-23,2026-02,
3784-26-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,292.0,2026-02-24,2026-02,29240000.0
3784-25-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"ORGANIZACIONES Y CONSULTORÍAS POLÍTICAS, DEMOGRÁFICAS, ECONÓMICAS, SOCIALES Y DE ADMINISTRACIÓN PÚBLICA",CLP,7000000.0,5.0,292.0,2026-02-24,2026-02,5763000.0
3784-24-R126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,8680000.0,19.0,292.0,2026-03-03,2026-02,517601.0
3784-24-LE26,Adjudicada,9,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,8680000.0,19.0,292.0,2026-03-03,2026-02,6719920.0
3784-23-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,ARTÍCULOS DE ELECTRÓNICA,CLP,6100000.0,4.0,292.0,2026-03-03,2026-02,6710000.0
3784-22-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,292.0,2026-03-03,2026-02,15966387.0
3784-21-L126,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,3000000.0,4.0,292.0,2026-03-04,2026-02,
3784-20-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,2.0,292.0,2026-02-19,2026-02,
3784-2-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,1.0,3.0,292.0,2026-02-11,2026-02,
3784-18-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTESANÍAS Y MATERIALES EDUCATIVOS",CLP,7000000.0,2.0,292.0,2026-03-03,2026-02,2970000.0
3784-17-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,4000000.0,1.0,292.0,2026-02-23,2026-02,3905580.0
3784-16-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,10000000.0,3.0,292.0,2026-02-19,2026-02,
3784-15-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,292.0,2026-02-17,2026-02,
3784-13-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,4000000.0,1.0,292.0,2026-02-16,2026-02,3132615.0
3784-12-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"EQUIPOS, ACCESORIOS Y SUMINISTROS DE OFICINA",CLP,3600000.0,5.0,292.0,2026-02-12,2026-02,2500000.0
3784-11-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,2500000.0,7.0,292.0,2026-02-11,2026-02,408000.0
3784-10-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,1.0,2.0,292.0,2026-02-11,2026-02,
3783-2-LP26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,84733893.0,2.0,292.0,2026-02-24,2026-02,84720000.0
3780-5-LR26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LR,SERVICIOS DE PRODUCCIÓN Y FABRICACIÓN INDUSTRIAL,CLP,600000000.0,7.0,673.0,2026-03-09,2026-02,1096889.0
3780-4-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,30000000.0,1.0,673.0,2026-02-23,2026-02,
3780-3-LE26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,14400000.0,2.0,673.0,2026-02-20,2026-02,7950.0
3780-2-LE26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,,5.0,673.0,2026-02-26,2026-02,397353.0
3778-1-LE26,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,34200000.0,1.0,111.0,2026-02-18,2026-02,5500.0
3777-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,9.0,111.0,2026-02-13,2026-02,8166500.0
3776-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,6800000.0,1.0,111.0,2026-02-25,2026-02,76572.0
3785-6-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTESANÍAS Y MATERIALES EDUCATIVOS",CLP,,7.0,292.0,2026-02-25,2026-02,16272781.0
3775-9-LE26,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,2.0,111.0,2026-03-04,2026-02,13648566.0
3785-7-L126,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,L1,"EQUIPOS, ACCESORIOS Y SUMINISTROS DE OFICINA",CLP,6000000.0,2.0,292.0,2026-02-25,2026-02,4800000.0
3789-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,2.0,142.0,2026-02-16,2026-02,8880000.0
3810-7-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,ARTÍCULOS PARA PLANTAS Y ANIMALES,CLP,,1.0,260.0,2026-02-18,2026-02,
3807-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE EMPEDRADO,Municipalidades,Región del Maule ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,,1.0,43.0,2026-02-26,2026-02,8403362.0
3801-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE QUILACO,Municipalidades,Región del Biobío ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,42300774.0,3.0,53.0,2026-03-02,2026-02,34898299.0
3801-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE QUILACO,Municipalidades,Región del Biobío ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,1.0,53.0,2026-03-02,2026-02,20000.0
3797-15-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COCHRANE,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,ARTÍCULOS PARA PLANTAS Y ANIMALES,CLP,8000000.0,1.0,57.0,2026-03-05,2026-02,
3797-14-LP26,Adjudicada,8,I MUNICIPALIDAD DE COCHRANE,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,2.0,57.0,2026-03-02,2026-02,86371474.0
3797-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE COCHRANE,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,,3.0,57.0,2026-03-02,2026-02,1370000.0
3797-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE COCHRANE,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,,2.0,57.0,2026-03-02,2026-02,605042.0
3797-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE COCHRANE,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,,1.0,57.0,2026-02-23,2026-02,22698076.0
3794-49-LE26,Adjudicada,8,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,,4.0,3381.0,2026-02-19,2026-02,3480000.0
3794-48-LE26,Adjudicada,8,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,,2.0,3381.0,2026-02-19,2026-02,
3794-47-LE26,Adjudicada,8,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,Región Metropolitana de Santiago,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,7000000.0,2.0,3381.0,2026-02-16,2026-02,3105000.0
3793-5-L126,Adjudicada,8,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,L1,MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS,CLP,6660000.0,10.0,115.0,2026-02-11,2026-02,12334353.0
3793-4-L126,Adjudicada,8,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,6728000.0,9.0,115.0,2026-02-11,2026-02,3876473.0
3791-9-LE26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,19516000.0,2.0,65.0,2026-02-09,2026-02,15419328.0
3791-4-CO26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,CO,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,20881025.0,1.0,65.0,2026-02-23,2026-02,17416000.0
3791-18-L126,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,L1,"ALIMENTOS, BEBIDAS Y TABACO",CLP,4000000.0,1.0,65.0,2026-03-05,2026-02,4000000.0
3791-16-LE26,Revocada,15,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,8350000.0,1.0,65.0,2026-03-02,2026-02,
3791-15-LE26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,,2.0,65.0,2026-03-06,2026-02,22877750.0
3791-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,15786808.0,2.0,65.0,2026-02-27,2026-02,9403000.0
3791-13-LP26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,90000000.0,5.0,65.0,2026-03-18,2026-02,75142000.0
3791-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,12600000.0,3.0,65.0,2026-02-25,2026-02,10363200.0
3791-11-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,7140000.0,1.0,65.0,2026-02-25,2026-02,
3791-10-LE26,Adjudicada,8,I MUNICIPALIDAD DE CISNES,Municipalidades,Región Aysén del General Carlos Ibáñez del Campo,LE,"ALIMENTOS, BEBIDAS Y TABACO",CLP,8800000.0,3.0,65.0,2026-02-23,2026-02,4400000.0
3789-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,31872500.0,2.0,142.0,2026-02-16,2026-02,1448750.0
3785-8-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,15895844.0,1.0,292.0,2026-03-03,2026-02,
3775-8-LE26,Revocada,15,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,"MUEBLES, ACCESORIOS, ELECTRODOMÉSTICOS Y PRODUCTOS ELECTRÓNICOS",CLP,42002060.0,5.0,111.0,2026-03-04,2026-02,
3775-6-B226,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,B2,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,108814140.0,1.0,111.0,2026-02-24,2026-02,91440454.0
3775-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,19500000.0,1.0,111.0,2026-02-12,2026-02,19500000.0
3759-13-LE26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,673.0,2026-02-25,2026-02,12605042.0
3759-12-LE26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,9.0,673.0,2026-02-23,2026-02,12591479.0
3759-11-LE26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,2.0,673.0,2026-02-11,2026-02,13300000.0
3757-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE QUINCHAO,Municipalidades,Región de los Lagos ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,CLP,,1.0,14.0,2026-02-19,2026-02,2705000.0
3757-1-LE26,Adjudicada,8,I MUNICIPALIDAD DE QUINCHAO,Municipalidades,Región de los Lagos ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,CLP,,4.0,14.0,2026-02-19,2026-02,2310000.0
3756-9-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,2.0,167.0,2026-02-19,2026-02,
3756-8-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,185295000.0,1.0,167.0,2026-02-25,2026-02,
3756-7-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,185306000.0,2.0,167.0,2026-02-25,2026-02,
3756-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,29020000.0,2.0,167.0,2026-03-09,2026-02,23010000.0
3756-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,"ORGANIZACIONES SOCIALES, LABORALES Y CLUBES",CLP,,1.0,167.0,2026-02-19,2026-02,
3756-11-LE26,Revocada,15,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,CLP,,8.0,167.0,2026-02-24,2026-02,
3756-10-LP26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LP,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,113500000.0,10.0,167.0,2026-03-03,2026-02,81500000.0
3755-3-LE26,Cerrada,6,SUBSECRETARIA DE TRANSPORTES,"Gob. Central, Universidades",Región Metropolitana de Santiago,LE,"EQUIPOS, ACCESORIOS Y SUMINISTROS DE OFICINA",USD,35000.0,7.0,547.0,2026-03-17,2026-02,
3754-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE CANELA,Municipalidades,Región de Coquimbo ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,27810000.0,3.0,269.0,2026-02-24,2026-02,26790000.0
3753-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE CANELA,Municipalidades,Región de Coquimbo ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,34389999.0,4.0,269.0,2026-03-02,2026-02,27941176.0
3753-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE CANELA,Municipalidades,Región de Coquimbo ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,35891800.0,2.0,269.0,2026-02-23,2026-02,35891800.0
3753-3-LP26,Adjudicada,8,I MUNICIPALIDAD DE CANELA,Municipalidades,Región de Coquimbo ,LP,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,156777000.0,6.0,269.0,2026-02-23,2026-02,121034000.0
3753-2-LP26,Adjudicada,8,I MUNICIPALIDAD DE CANELA,Municipalidades,Región de Coquimbo ,LP,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,77891361.0,2.0,269.0,2026-02-20,2026-02,63281646.0
3751-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE PITRUFQUEN,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,29750000.0,2.0,231.0,2026-03-06,2026-02,82440.0
3751-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE PITRUFQUEN,Municipalidades,Región de la Araucanía ,LE,"ORGANIZACIONES Y CONSULTORÍAS POLÍTICAS, DEMOGRÁFICAS, ECONÓMICAS, SOCIALES Y DE ADMINISTRACIÓN PÚBLICA",CLP,,2.0,231.0,2026-03-06,2026-02,549878.0
3751-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE PITRUFQUEN,Municipalidades,Región de la Araucanía ,LE,"EQUIPOS, ACCESORIOS Y SUMINISTROS DE OFICINA",CLP,32500000.0,7.0,231.0,2026-03-05,2026-02,135.0
3751-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE PITRUFQUEN,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,,3.0,231.0,2026-02-16,2026-02,266490.0
3748-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE LA HIGUERA,Municipalidades,Región de Coquimbo ,LE,MUEBLES Y MOBILIARIO,CLP,22778000.0,7.0,212.0,2026-02-19,2026-02,17694010.0
3743-8-LE26,Adjudicada,8,I MUNICIPALIDAD DE LOS SAUCES,Municipalidades,Región de la Araucanía ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,7840672.0,11.0,162.0,2026-02-27,2026-02,5734960.0
3743-7-LE26,Adjudicada,8,I MUNICIPALIDAD DE LOS SAUCES,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,41167928.0,4.0,162.0,2026-02-26,2026-02,41012955.0
3759-14-LP26,Adjudicada,8,Ilustre Municipalidad de Yerbas Buenas,Municipalidades,Región del Maule ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,201714000.0,1.0,673.0,2026-03-25,2026-02,169137891.0
3760-1-LE26,Adjudicada,8,I MUNICIPALIDAD DE EL MONTE,Municipalidades,Región Metropolitana de Santiago,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,4.0,894.0,2026-03-02,2026-02,
3761-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,11400000.0,6.0,292.0,2026-02-16,2026-02,10200000.0
3761-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,11.0,292.0,2026-02-19,2026-02,10800000.0
377-16-LE26,Adjudicada,8,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,LE,"EDUCACIÓN, FORMACIÓN, ENTRENAMIENTO Y CAPACITACIÓN",CLP,16500000.0,1.0,177.0,2026-03-02,2026-02,15990000.0
377-15-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,8000000.0,1.0,177.0,2026-03-02,2026-02,
377-14-CO26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,CO,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,20000000.0,1.0,177.0,2026-02-27,2026-02,
377-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,LE,ARTÍCULOS PARA PLANTAS Y ANIMALES,CLP,40000000.0,1.0,177.0,2026-02-27,2026-02,3023791.0
377-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,50000000.0,1.0,177.0,2026-02-23,2026-02,28874.0
377-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE ALGARROBO,Municipalidades,Región de Valparaíso ,LE,VEHÍCULOS Y EQUIPAMIENTO EN GENERAL,CLP,60000000.0,1.0,177.0,2026-02-17,2026-02,50418626.0
3768-6-LE26,Adjudicada,8,I MUNICIPALIDAD DE QUINCHAO,Municipalidades,Región de los Lagos ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,50000000.0,1.0,14.0,2026-03-06,2026-02,41956758.0
3767-2-LE26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,3.0,167.0,2026-02-16,2026-02,12431122.0
3766-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,HERRAMIENTAS Y MAQUINARIA EN GENERAL,CLP,18806722.0,1.0,167.0,2026-03-02,2026-02,13971010.0
3766-3-LE26,Adjudicada,8,I MUNICIPALIDAD DE PELARCO,Municipalidades,Región del Maule ,LE,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,13445378.0,20.0,167.0,2026-02-26,2026-02,11400688.0
3765-4-LE26,Adjudicada,8,SERVICIO NACIONAL DE SALUD HOSPITAL DE C,Salud,Región Aysén del General Carlos Ibáñez del Campo,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,14300000.0,1.0,62.0,2026-02-16,2026-02,12016350.0
